race_id,原名,中文名,英文名,当前显示名,原名语言,等级,赛事类别,地区,场地,赛场,距离,月份,半月,年龄条件,性别限定,原名来源,中文来源,核对备注
futurity-trophy,Futurity Trophy,未来锦标,Futurity Trophy,未来锦标,英语,G1,g1,欧洲,草地,其他地方,1600,10,2,2岁,,地区规则：英语赛事用英文原名,现有中文,
middle-park-stakes,Middle Park Stakes,米德尔帕克锦标,Middle Park Stakes,米德尔帕克锦标,英语,G1,g1,欧洲,草地,其他地方,1200,9,2,2岁,,地区规则：英语赛事用英文原名,现有中文,
irish-oaks,Irish Oaks,爱尔兰橡树大赛,Irish Oaks,爱尔兰橡树大赛,英语,G1,g1,欧洲,草地,其他地方,2400,7,2,3岁,牝马,地区规则：英语赛事用英文原名,现有中文,
tattersalls-gold-cup,Tattersalls Gold Cup,塔特索尔斯金杯,Tattersalls Gold Cup,塔特索尔斯金杯,英语,G1,g1,欧洲,草地,其他地方,2100,5,2,4岁以上,,地区规则：英语赛事用英文原名,现有中文,
pretty-polly-stakes,Pretty Polly Stakes,美丽波莉锦标,Pretty Polly Stakes,美丽波莉锦标,英语,G1,g1,欧洲,草地,其他地方,2000,6,2,3岁以上,牝马,地区规则：英语赛事用英文原名,现有中文,
phoenix-stakes,Phoenix Stakes,凤凰锦标,Phoenix Stakes,凤凰锦标,英语,G1,g1,欧洲,草地,其他地方,1200,8,1,2岁,,地区规则：英语赛事用英文原名,现有中文,
flying-five-stakes,Flying Five Stakes,飞行五锦标,Flying Five Stakes,飞行五锦标,英语,G1,g1,欧洲,草地,其他地方,1000,9,1,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
grosser-preis-von-berlin,Gro?er Preis von Berlin,柏林大赛,Grosser Preis Von Berlin,柏林大赛,德语,G1,g1,欧洲,草地,其他地方,2400,8,1,3岁以上,,资料补充：欧洲法/德语原名,现有中文,
preis-von-europa,Preis von Europa,欧洲大赛,Preis Von Europa,欧洲大赛,德语,G1,g1,欧洲,草地,其他地方,2400,9,2,3岁以上,,资料补充：欧洲法/德语原名,现有中文,
grosser-preis-von-bayern,Gro?er Preis von Bayern,巴伐利亚大赛,Grosser Preis Von Bayern,巴伐利亚大赛,德语,G1,g1,欧洲,草地,其他地方,2400,11,1,3岁以上,,资料补充：欧洲法/德语原名,现有中文,
two-thousand-guineas,2000 Guineas,二千坚尼,2000 Guineas,二千坚尼,英语,G1,g1,欧洲,草地,其他地方,1600,5,1,3岁,,地区规则：英语赛事用英文原名,现有中文,
one-thousand-guineas,1000 Guineas,一千坚尼,1000 Guineas,一千坚尼,英语,G1,g1,欧洲,草地,其他地方,1600,5,1,3岁,牝马,地区规则：英语赛事用英文原名,现有中文,
epsom-derby,Epsom Derby,叶森德比,Epsom Derby,叶森德比,英语,G1,g1,欧洲,草地,其他地方,2400,6,1,3岁,,地区规则：英语赛事用英文原名,现有中文,
epsom-oaks,Epsom Oaks,叶森橡树,Epsom Oaks,叶森橡树,英语,G1,g1,欧洲,草地,其他地方,2400,6,1,3岁,牝马,地区规则：英语赛事用英文原名,现有中文,
coronation-cup,Coronation Cup,加冕杯,Coronation Cup,加冕杯,英语,G1,g1,欧洲,草地,其他地方,2400,6,1,4岁以上,,地区规则：英语赛事用英文原名,现有中文,
st-leger-stakes,St Leger Stakes,圣烈治锦标,St Leger Stakes,圣烈治锦标,英语,G1,g1,欧洲,草地,其他地方,2900,9,1,3岁,,地区规则：英语赛事用英文原名,现有中文,
lockinge-stakes,Lockinge Stakes,洛金锦标,Lockinge Stakes,洛金锦标,英语,G1,g1,欧洲,草地,其他地方,1600,5,2,4岁以上,,地区规则：英语赛事用英文原名,现有中文,
prince-of-wales-stakes,Prince of Wales Stakes,威尔士亲王锦标,Prince of Wales Stakes,威尔士亲王锦标,英语,G1,g1,欧洲,草地,其他地方,2000,6,2,4岁以上,,地区规则：英语赛事用英文原名,现有中文,
queen-anne-stakes,Queen Anne Stakes,女王安妮锦标,Queen Anne Stakes,女王安妮锦标,英语,G1,g1,欧洲,草地,其他地方,1600,6,2,4岁以上,,地区规则：英语赛事用英文原名,现有中文,
st-jamess-palace-stakes,St James's Palace Stakes,圣詹姆斯皇宫锦标,St James's Palace Stakes,圣詹姆斯皇宫锦标,英语,G1,g1,欧洲,草地,其他地方,1600,6,2,3岁,,地区规则：英语赛事用英文原名,现有中文,
ascot-gold-cup,Ascot Gold Cup,雅士谷金杯,Ascot Gold Cup,雅士谷金杯,英语,G1,g1,欧洲,草地,其他地方,4000,6,2,4岁以上,,地区规则：英语赛事用英文原名,现有中文,
coronation-stakes,Coronation Stakes,加冕锦标,Coronation Stakes,加冕锦标,英语,G1,g1,欧洲,草地,其他地方,1600,6,2,3岁,牝马,地区规则：英语赛事用英文原名,现有中文,
eclipse-stakes,Eclipse Stakes,日蚀大赛,Eclipse Stakes,日蚀大赛,英语,G1,g1,欧洲,草地,其他地方,2000,7,1,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
sussex-stakes,Sussex Stakes,萨塞克斯锦标,Sussex Stakes,萨塞克斯锦标,英语,G1,g1,欧洲,草地,其他地方,1600,7,2,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
irish-derby,Irish Derby,爱尔兰德比,Irish Derby,爱尔兰德比,英语,G1,g1,欧洲,草地,其他地方,2400,6,2,3岁,,地区规则：英语赛事用英文原名,现有中文,
irish-champion-stakes,Irish Champion Stakes,爱尔兰冠军锦标,Irish Champion Stakes,爱尔兰冠军锦标,英语,G1,g1,欧洲,草地,其他地方,2000,9,1,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
prix-du-jockey-club,Prix du Jockey Club,法国德比,Prix du Jockey Club,法国德比,法语,G1,g1,欧洲,草地,其他地方,2100,6,1,3岁,,资料补充：欧洲法/德语原名,现有中文,
prix-de-diane,Prix de Diane,法国橡树,Prix de Diane,法国橡树,法语,G1,g1,欧洲,草地,其他地方,2100,6,2,3岁,牝马,资料补充：欧洲法/德语原名,现有中文,
prix-vermeille,Prix Vermeille,红宝锦标,Prix Vermeille,红宝锦标,法语,G1,g1,欧洲,草地,其他地方,2400,9,1,3岁以上,牝马,资料补充：欧洲法/德语原名,现有中文,
king-george-vi-and-queen-elizabeth-stakes,King George VI and Queen Elizabeth Stakes,英皇锦标,King George VI and Queen Elizabeth Stakes,英皇锦标,英语,G1,g1,欧洲,草地,其他地方,2400,7,2,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
grand-prix-de-saint-cloud,Grand Prix de Saint-Cloud,圣格卢大赛,Grand Prix de Saint Cloud,圣格卢大赛,法语,G1,g1,欧洲,草地,其他地方,2400,7,1,4岁以上,,资料补充：欧洲法/德语原名,现有中文,
international-stakes,International Stakes,国际锦标,International Stakes,国际锦标,英语,G1,g1,欧洲,草地,其他地方,2050,8,2,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
prix-jacques-le-marois,Prix Jacques le Marois,杰克莫华大赛,Prix Jacques Le Marois,杰克莫华大赛,法语,G1,g1,欧洲,草地,其他地方,1600,8,1,3岁以上,,资料补充：欧洲法/德语原名,现有中文,
prix-de-larc,Prix de l'Arc de Triomphe,凯旋门赏,Prix de l'Arc de Triomphe,凯旋门赏,法语,G1,g1,欧洲,草地,其他地方,2400,10,1,3岁以上,,资料补充：欧洲法/德语原名,现有中文,
king-charles-iii-stakes,King Charles Iii Stakes,查理三世锦标,King Charles Iii Stakes,查理三世锦标,英语,G1,g1,欧洲,草地,其他地方,1000,6,2,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
queen-elizabeth-ii-jubilee-stakes,Queen Elizabeth II Jubilee Stakes,女王伊丽莎白二世禧年锦标,Queen Elizabeth II Jubilee Stakes,女王伊丽莎白二世禧年锦标,英语,G1,g1,欧洲,草地,其他地方,1200,6,2,4岁以上,,地区规则：英语赛事用英文原名,现有中文,
commonwealth-cup,Commonwealth Cup,英联邦杯,Commonwealth Cup,英联邦杯,英语,G1,g1,欧洲,草地,其他地方,1200,6,2,3岁,,地区规则：英语赛事用英文原名,现有中文,
july-cup,July Cup,七月杯,July Cup,七月杯,英语,G1,g1,欧洲,草地,其他地方,1200,7,1,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
nunthorpe-stakes,Nunthorpe Stakes,南索普锦标,Nunthorpe Stakes,南索普锦标,英语,G1,g1,欧洲,草地,其他地方,1000,8,2,2岁以上,,地区规则：英语赛事用英文原名,现有中文,
haydock-sprint-cup,Haydock Sprint Cup,海多克短途杯,Haydock Sprint Cup,海多克短途杯,英语,G1,g1,欧洲,草地,其他地方,1200,9,1,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
prix-de-labbaye,Prix de l'Abbaye,阿贝耶大奖赛,Prix de l'Abbaye,阿贝耶大奖赛,法语,G1,g1,欧洲,草地,其他地方,1000,10,1,2岁以上,,资料补充：欧洲法/德语原名,现有中文,
british-champions-sprint-stakes,British Champions Sprint Stakes,英国冠军短途锦标,British Champions Sprint Stakes,英国冠军短途锦标,英语,G1,g1,欧洲,草地,其他地方,1200,10,2,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
caulfield-cup,Caulfield Cup,考菲尔德杯,Caulfield Cup,考菲尔德杯,英语,G1,g1,澳洲,草地,其他地方,2400,10,2,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
cox-plate,Cox Plate,觉士盾,Cox Plate,觉士盾,英语,G1,g1,澳洲,草地,其他地方,2040,10,2,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
golden-slipper-stakes,Golden Slipper Stakes,金拖鞋大赛,Golden Slipper Stakes,金拖鞋大赛,英语,G1,g1,澳洲,草地,其他地方,1200,3,2,2岁,,地区规则：英语赛事用英文原名,现有中文,
doncaster-mile,Doncaster Mile,唐卡士打一哩赛,Doncaster Mile,唐卡士打一哩赛,英语,G1,g1,澳洲,草地,其他地方,1600,4,1,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
queen-elizabeth-stakes-aus,Queen Elizabeth Stakes (Australia),女王伊丽莎白锦标,Queen Elizabeth Stakes (Australia),女王伊丽莎白锦标,英语,G1,g1,澳洲,草地,其他地方,2000,4,1,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
victoria-derby,Victoria Derby,维多利亚德比,Victoria Derby,维多利亚德比,英语,G1,g1,澳洲,草地,其他地方,2500,11,1,3岁,,地区规则：英语赛事用英文原名,现有中文,
the-everest,the Everest,珠穆朗玛峰锦标,the Everest,珠穆朗玛峰锦标,英语,G1,g1,澳洲,草地,其他地方,1200,10,2,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
tj-smith-stakes,T.J. Smith Stakes,T.J. 史密斯锦标,T.J. Smith Stakes,T.J. Smith锦标,英语,G1,g1,澳洲,草地,其他地方,1200,4,1,3岁以上,,地区规则：英语赛事用英文原名,自译待核对,
black-caviar-lightning,Black Caviar Lightning,黑鱼子闪电锦标,Black Caviar Lightning,黑鱼子闪电锦标,英语,G1,g1,澳洲,草地,其他地方,1000,2,1,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
oakleigh-plate,Oakleigh Plate,奥克利盘,Oakleigh Plate,奥克利盘,英语,G1,g1,澳洲,草地,其他地方,1100,2,2,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
newmarket-handicap,Newmarket Handicap,新市场让赛,Newmarket Handicap,新市场让赛,英语,G1,g1,澳洲,草地,其他地方,1200,3,1,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
william-reid-stakes,William Reid Stakes,威廉里德锦标,William Reid Stakes,威廉里德锦标,英语,G1,g1,澳洲,草地,其他地方,1200,3,2,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
robert-sangster-stakes,Robert Sangster Stakes,罗伯特桑斯特锦标,Robert Sangster Stakes,罗伯特桑斯特锦标,英语,G1,g1,澳洲,草地,其他地方,1200,4,2,2岁以上,牝马,地区规则：英语赛事用英文原名,现有中文,
the-goodwood,The Goodwood,古活锦标,The Goodwood,古活锦标,英语,G1,g1,澳洲,草地,其他地方,1200,5,1,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
aj-moir-stakes,A.J. Moir Stakes,A.J. 莫伊尔锦标,A.J. Moir Stakes,A.J. Moir锦标,英语,G1,g1,澳洲,草地,其他地方,1000,9,2,3岁以上,,地区规则：英语赛事用英文原名,自译待核对,
manikato-stakes,Manikato Stakes,马尼卡托锦标,Manikato Stakes,马尼卡托锦标,英语,G1,g1,澳洲,草地,其他地方,1200,9,2,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
breeders-cup-classic,Breeders Cup Classic,育马者杯经典赛,Breeders Cup Classic,育马者杯经典赛,英语,G1,g1,美国,泥地,其他地方,2000,11,1,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
breeders-cup-distaff,Breeders Cup Distaff,育马者杯雌马大赛,Breeders Cup Distaff,育马者杯雌马大赛,英语,G1,g1,美国,泥地,其他地方,1800,11,1,3岁以上,牝马,地区规则：英语赛事用英文原名,现有中文,
breeders-cup-sprint,Breeders Cup Sprint,育马者杯短途大赛,Breeders Cup Sprint,育马者杯短途大赛,英语,G1,g1,美国,泥地,其他地方,1200,11,1,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
breeders-cup-dirt-mile,Breeders Cup Dirt Mile,育马者杯泥地一哩,Breeders Cup Dirt Mile,育马者杯泥地一哩,英语,G1,g1,美国,泥地,其他地方,1600,11,1,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
breeders-cup-turf,Breeders Cup Turf,育马者杯草地大赛,Breeders Cup Turf,育马者杯草地大赛,英语,G1,g1,美国,草地,其他地方,2400,11,1,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
breeders-cup-mile,Breeders Cup Mile,育马者杯一哩大赛,Breeders Cup Mile,育马者杯一哩大赛,英语,G1,g1,美国,草地,其他地方,1600,11,1,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
breeders-cup-turf-sprint,Breeders Cup Turf Sprint,育马者杯草地短途,Breeders Cup Turf Sprint,育马者杯草地短途,英语,G1,g1,美国,草地,其他地方,1000,11,1,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
breeders-cup-filly-mare-turf,Breeders Cup Filly Mare Turf,育马者杯雌马草地大赛,Breeders Cup Filly Mare Turf,育马者杯雌马草地大赛,英语,G1,g1,美国,草地,其他地方,2000,11,1,3岁以上,牝马,地区规则：英语赛事用英文原名,现有中文,
breeders-cup-filly-mare-sprint,Breeders Cup Filly Mare Sprint,育马者杯雌马短途大赛,Breeders Cup Filly Mare Sprint,育马者杯雌马短途大赛,英语,G1,g1,美国,泥地,其他地方,1400,11,1,3岁以上,牝马,地区规则：英语赛事用英文原名,现有中文,
breeders-cup-juvenile,Breeders Cup Juvenile,育马者杯两岁大赛,Breeders Cup Juvenile,育马者杯两岁大赛,英语,G1,g1,美国,泥地,其他地方,1700,11,1,2岁,,地区规则：英语赛事用英文原名,现有中文,
breeders-cup-juvenile-fillies,Breeders Cup Juvenile Fillies,育马者杯两岁雌马大赛,Breeders Cup Juvenile Fillies,育马者杯两岁雌马大赛,英语,G1,g1,美国,泥地,其他地方,1700,11,1,2岁,牝马,地区规则：英语赛事用英文原名,现有中文,
breeders-cup-juvenile-turf,Breeders Cup Juvenile Turf,育马者杯两岁草地大赛,Breeders Cup Juvenile Turf,育马者杯两岁草地大赛,英语,G1,g1,美国,草地,其他地方,1600,11,1,2岁,,地区规则：英语赛事用英文原名,现有中文,
breeders-cup-juvenile-fillies-turf,Breeders Cup Juvenile Fillies Turf,育马者杯两岁雌马草地大赛,Breeders Cup Juvenile Fillies Turf,育马者杯两岁雌马草地大赛,英语,G1,g1,美国,草地,其他地方,1600,11,1,2岁,牝马,地区规则：英语赛事用英文原名,现有中文,
breeders-cup-juvenile-turf-sprint,Breeders Cup Juvenile Turf Sprint,育马者杯两岁草地短途,Breeders Cup Juvenile Turf Sprint,育马者杯两岁草地短途,英语,G1,g1,美国,草地,其他地方,1000,11,1,2岁,,地区规则：英语赛事用英文原名,现有中文,
melbourne-cup,Melbourne Cup,墨尔本杯,Melbourne Cup,墨尔本杯,英语,G1,g1,澳洲,草地,其他地方,3200,11,1,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
dubai-world-cup,Dubai World Cup,迪拜世界杯,Dubai World Cup,迪拜世界杯,英语,G1,g1,中东,泥地,其他地方,2000,3,2,4岁以上,,地区规则：英语赛事用英文原名,现有中文,
dubai-sheema-classic,Dubai Sheema Classic,迪拜司马经典赛,Dubai Sheema Classic,迪拜司马经典赛,英语,G1,g1,中东,草地,其他地方,2400,3,2,4岁以上,,地区规则：英语赛事用英文原名,现有中文,
dubai-turf,Dubai Turf,迪拜草地大赛,Dubai Turf,迪拜草地大赛,英语,G1,g1,中东,草地,其他地方,1800,3,2,4岁以上,,地区规则：英语赛事用英文原名,现有中文,
dubai-golden-shaheen,Dubai Golden Shaheen,迪拜金莎轩锦标,Dubai Golden Shaheen,迪拜金莎轩锦标,英语,G1,g1,中东,泥地,其他地方,1200,3,2,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
al-quoz-sprint,Al Quoz Sprint,阿乔斯短途锦标,Al Quoz Sprint,阿乔斯短途锦标,英语,G1,g1,中东,草地,其他地方,1200,3,2,3岁以上,,地区规则：英语赛事用英文原名,现有中文,
centenary-sprint-cup,百周年纪念短途杯,百周年纪念短途杯,Centenary Sprint Cup,百周年纪念短途杯,中文,G1,g1,香港,草地,其他地方,1200,1,2,3岁以上,,地区规则：香港赛事用中文原名,现有中文,
chairmans-sprint-prize,主席短途奖,主席短途奖,Chairmans Sprint Prize,主席短途奖,中文,G1,g1,香港,草地,其他地方,1200,4,2,3岁以上,,地区规则：香港赛事用中文原名,现有中文,
hong-kong-stewards-cup,董事杯,董事杯,Hong Kong Stewards Cup,董事杯,中文,G1,g1,香港,草地,其他地方,1600,1,2,3岁以上,,地区规则：香港赛事用中文原名,现有中文,
hong-kong-gold-cup,香港金杯,香港金杯,Hong Kong Gold Cup,香港金杯,中文,G1,g1,香港,草地,其他地方,2000,2,2,3岁以上,,地区规则：香港赛事用中文原名,现有中文,
queens-silver-jubilee-cup,女皇银禧纪念杯,女皇银禧纪念杯,Queens Silver Jubilee Cup,女皇银禧纪念杯,中文,G1,g1,香港,草地,其他地方,1400,2,2,3岁以上,,地区规则：香港赛事用中文原名,现有中文,
hong-kong-queen-elizabeth-ii-cup,女皇杯,女皇杯,Hong Kong Queen Elizabeth II Cup,女皇杯,中文,G1,g1,香港,草地,其他地方,2000,4,2,3岁以上,,地区规则：香港赛事用中文原名,现有中文,
champions-mile,冠军一哩赛,冠军一哩赛,Champions Mile,冠军一哩赛,中文,G1,g1,香港,草地,其他地方,1600,4,2,3岁以上,,地区规则：香港赛事用中文原名,现有中文,
champions-chater-cup,冠军暨遮打杯,冠军暨遮打杯,Champions Chater Cup,冠军暨遮打杯,中文,G1,g1,香港,草地,其他地方,2400,5,2,3岁以上,,地区规则：香港赛事用中文原名,现有中文,
hong-kong-sprint,香港短途锦标,香港短途锦标,Hong Kong Sprint,香港短途锦标,中文,G1,g1,香港,草地,其他地方,1200,12,1,3岁以上,,地区规则：香港赛事用中文原名,现有中文,
hong-kong-mile,香港一哩锦标,香港一哩锦标,Hong Kong Mile,香港一哩锦标,中文,G1,g1,香港,草地,其他地方,1600,12,1,3岁以上,,地区规则：香港赛事用中文原名,现有中文,
hong-kong-cup,香港杯,香港杯,Hong Kong Cup,香港杯,中文,G1,g1,香港,草地,其他地方,2000,12,1,3岁以上,,地区规则：香港赛事用中文原名,现有中文,
hong-kong-vase,香港瓶,香港瓶,Hong Kong Vase,香港瓶,中文,G1,g1,香港,草地,其他地方,2400,12,1,3岁以上,,地区规则：香港赛事用中文原名,现有中文,
